99	730468.5968	3631948.801	39.54	36.06
100	730467.9461	3631940.74	50.89	45.89
101	730467.7544	3631932.698	56.63	48.59
102	730467.9474	3631924.533	60.71	51.38
103	730468.0941	3631916.353	62.07	52.59
104	730468.1918	3631908.343	58.93	49.62
105	730468.1604	3631900.4	58.78	49.76
106	730468.4417	3631892.503	60.2	51.77
107	730468.695	3631884.934	59.33	50.17
108	730468.7188	3631877.5	63.36	53.42
109	730468.7746	3631870.208	67.54	56.42
110	730468.8051	3631863.348	67.5	56.34
111	730468.9073	3631857.612	64.49	53.68
112	730471.2042	3631854.331	65.69	55.67
113	730475.0153	3631854.03	66.25	55.72
114	730477.3573	3631858.779	65.59	54.13
115	730477.5846	3631865.867	64.48	52.77
116	730478.3999	3631873.206	64.72	53.75
117	730480.0168	3631880.468	59.61	50.52
118	730480.6159	3631887.974	55.06	46.1
119	730480.898	3631895.289	51.76	43.39
120	730481.1639	3631902.517	49.3	42.13
121	730481.5371	3631909.851	52.57	45.13
122	730482.2535	3631917.191	42.88	38.47
123	730483.2104	3631924.622	29.23	26.4
124	730484.1331	3631932.069	29.32	26.29
125	730484.914	3631939.644	34.48	31.86
126	730485.8054	3631947.194	32.09	28.83
127	730486.7665	3631954.947	27.86	25.46
128	730487.6588	3631962.768	30.66	27.46
129	730488.5375	3631970.59	30.84	27.75
130	730489.369	3631978.402	28.06	24.94
131	730490.3253	3631986.103	26.41	23.5
132	730491.2161	3631993.783	34.96	30.59
133	730492.3995	3632001.457	42.07	37.51
134	730493.5924	3632009.139	43.1	38.38
135	730494.5449	3632016.787	43.98	40.42
136	730495.4154	3632024.407	37.45	34.53
137	730496.0859	3632032.168	29.78	27.34
138	730496.7148	3632039.957	26.99	24.39
139	730497.4793	3632047.869	27.96	25.71
140	730498.3127	3632055.818	24.31	21.61
141	730499.1415	3632063.894	23.82	21.77
142	730499.8898	3632071.868	27.71	25.17
143	730500.7305	3632079.706	28.02	25.26
144	730501.668	3632087.569	28.64	25.46
145	730502.6706	3632095.481	30.63	27.96
146	730503.8215	3632103.331	31.52	28.01
147	730504.9759	3632111.17	30.43	27.8
148	730505.9312	3632118.758	29.14	25.59
149	730506.9441	3632126.263	37.48	32.51
150	730507.7545	3632133.749	53.47	45.4
151	730508.5745	3632141.297	45.36	40.09
152	730509.4575	3632148.95	41.88	37.6
153	730510.3437	3632156.643	43.51	39.57
154	730511.1961	3632164.316	42.76	38.55
155	730512.053	3632171.93	41.53	37.05
156	730512.8958	3632179.59	40.49	36.81
157	730513.8002	3632187.446	40.44	36.52
158	730514.7809	3632195.25	39.03	35.23
159	730515.6419	3632203.157	41.46	37.7
160	730516.6189	3632211.043	35.71	31.99
161	730517.219	3632218.564	38.67	34.56
162	730517.794	3632225.123	41.85	37.28
163	730519.5614	3632230.407	43.61	39.51
164	730524.7401	3632233.426	48.06	45.15
165	730531.0468	3632232.801	46.42	42.38
166	730534.6234	3632228.6	40.73	35.82
167	730534.7486	3632221.723	39.93	35.21
168	730533.835	3632214.224	40.39	36.6
169	730533.1488	3632206.569	39.7	36.09
170	730532.4917	3632198.826	38.97	35.72
171	730531.6864	3632191.022	41.02	36.98
172	730530.7501	3632183.182	40.32	35.96
173	730529.9019	3632175.262	42.41	38.79
174	730528.9911	3632167.363	47.96	43.83
175	730528.1182	3632159.329	47.78	44.63
176	730527.102	3632151.254	38.9	36
177	730526.1175	3632143.133	42.99	40.62
178	730525.1209	3632134.944	47.41	42.93
179	730524.2465	3632126.715	59.75	51.84
180	730523.1062	3632118.412	53.78	46.69
181	730521.8618	3632110.069	29.53	26.57
182	730520.9063	3632101.725	27.01	24.72
183	730520.0404	3632093.372	26	23.65
184	730519.1513	3632085.031	26.76	24.57
185	730518.1669	3632076.646	27.27	25.42
186	730517.1873	3632068.218	31.05	29.82
187	730516.2457	3632059.809	30.9	29.21
188	730515.3426	3632051.406	27.92	26.62
189	730514.3114	3632043.015	29.79	27.73
190	730513.3428	3632034.626	29.44	27.43
191	730512.4407	3632026.206	26.85	25.22
192	730511.4352	3632017.789	24.59	22.19
193	730510.5059	3632009.376	37.84	34.52
194	730509.5596	3632000.931	40.11	36.2
195	730508.6418	3631992.532	43.08	38.98
196	730507.778	3631984.154	42.79	38.55
197	730506.8043	3631975.734	33.32	30.59
198	730505.8511	3631967.295	28.35	26.02
199	730504.8527	3631958.854	33.7	30.52
200	730503.844	3631950.484	31.53	28.56
201	730503.0387	3631942.085	29.04	26.27
202	730502.0794	3631933.663	27.61	25.52
203	730501.0566	3631925.276	25.44	22.9
204	730500.0672	3631916.878	26.11	23.37
205	730499.1048	3631908.462	23.02	20.79
206	730498.2217	3631900.073	24.67	22.37
207	730497.2927	3631891.685	29.35	26.31
208	730496.3339	3631883.313	30.05	26.06
209	730495.3923	3631874.968	51.87	44.56
210	730494.401	3631866.59	63.42	53.45
211	730493.511	3631858.337	60.18	49.56
212	730492.6066	3631850.5	62.4	51.53
213	730491.5975	3631843.456	62.08	51.54
214	730491.7558	3631838.32	61.77	51.09
215	730495.6114	3631835.031	65.17	54.33
216	730502.3135	3631834.73	69.79	59.4
217	730507.4632	3631836.685	64.45	54.47
218	730510.0479	3631842.409	45.73	40.73
219	730510.8655	3631849.621	31.28	28.7
220	730511.5285	3631857.139	27.46	25.62
221	730512.2868	3631864.822	23.37	21.63
222	730513.3524	3631872.554	20.23	18.04
223	730514.3425	3631880.45	22.77	20.84
224	730515.2515	3631888.372	26.3	23.16
225	730516.1728	3631896.361	28.58	25.28
226	730517.0762	3631904.425	25.48	22.8
227	730518.0076	3631912.383	23.38	21.34
228	730518.9178	3631920.298	25.11	24
229	730519.81	3631928.156	24.64	23.36
230	730520.8003	3631936.117	25.21	23.4
231	730521.6247	3631944.1	29.1	26.56
232	730522.5975	3631952.081	31.52	29.12
233	730523.3477	3631959.896	32.1	28.67
234	730524.2298	3631967.696	25.6	22.34
235	730525.0586	3631975.551	35.89	31.86
236	730525.8809	3631983.424	42.89	37.74
237	730526.8712	3631991.461	38.94	35.23
238	730527.8981	3631999.583	39.63	35.68
239	730528.804	3632007.615	42.55	39.68
240	730529.6184	3632015.698	33.45	32.87
241	730530.5761	3632023.826	34.18	32.48
242	730531.6531	3632031.9	35.1	33.54
243	730532.5256	3632040.006	33.37	31.45
244	730533.3326	3632048.045	29.8	28.27
245	730534.2123	3632056.068	28.27	26.21
246	730535.1203	3632064.062	27.77	25.93
247	730535.9819	3632072.159	24.15	22.25
248	730536.8894	3632080.241	25.85	23.64
249	730537.7751	3632088.229	26.15	23.87
250	730538.6032	3632096.237	27.19	24.46
251	730539.3158	3632104.228	27.83	25.32
252	730540.4017	3632112.215	31.54	28.99
253	730541.4802	3632120.203	54.26	46.92
254	730542.492	3632128.134	58.52	49.53
255	730543.4076	3632136.164	48.23	43.07
256	730544.1689	3632144.01	34.22	31.17
257	730545.0967	3632151.907	33.84	30.47
258	730545.9439	3632159.846	38.11	34.74
259	730546.933	3632167.86	45.68	40.84
260	730547.7957	3632175.921	39.5	35.84
261	730548.7896	3632183.932	38.06	34.36
262	730549.579	3632191.964	39.15	35.16
263	730550.3501	3632199.866	36.78	33.26
264	730551.3175	3632207.756	37.87	34.73
265	730551.7964	3632211.677	39.96	36.5
266	730552.9661	3632223.008	40.76	36.38
267	730553.5358	3632229.066	42.34	37.78
268	730556.9537	3632232.663	38.88	35.44
269	730563.4759	3632233.545	39.12	36.05
270	730568.6038	3632232.032	40.53	37.19
271	730570.2498	3632226.894	39.82	36.26
272	730569.3378	3632219.752	40.71	36.17
273	730568.2632	3632211.94	43.72	38.95
274	730567.5361	3632203.911	40.99	37.19
275	730566.6556	3632195.853	36.56	33.18
276	730565.802	3632187.902	37.12	33.64
277	730564.9919	3632180.1	39.81	36.57
278	730564.0575	3632172.275	37.86	34.89
279	730563.0675	3632164.383	39.85	36.47
280	730562.2032	3632156.532	42.12	37.51
281	730561.3216	3632148.671	34.85	31.15
282	730560.3958	3632140.76	31.97	29.16
283	730559.5323	3632132.78	36.04	32.67
284	730558.5522	3632124.771	48.58	42.47
285	730557.7415	3632116.887	58.64	49.22
286	730557.0059	3632109	49.02	42.75
287	730556.2805	3632101.193	32.87	30.46
288	730555.4463	3632093.406	33.14	30.95
289	730554.4525	3632085.619	33.77	31.58
290	730553.4003	3632077.731	31.66	29.82
291	730552.5056	3632069.834	30.02	27.94
292	730551.6463	3632061.965	26.69	25.05
293	730550.7171	3632054.012	25.01	23.56
294	730549.6558	3632046.058	26.43	25.06
295	730548.8833	3632038.097	27.05	25.8
296	730548.0182	3632030.113	28.47	27.4
297	730547.0818	3632022.218	29.19	26.92
298	730546.1849	3632014.282	28.15	26.74
299	730545.3714	3632006.328	29.38	27.73
300	730544.6783	3631998.215	33.06	30.87
301	730543.6951	3631990.068	42.07	39.06
302	730542.6539	3631981.87	42.08	38.93
303	730541.7139	3631973.7	40.06	36.63
304	730540.7725	3631965.666	43.98	39.48
305	730539.9221	3631957.691	36.92	33.51
306	730538.8931	3631949.673	29.62	26.47
307	730538.0655	3631941.557	32.99	30.13
308	730537.0844	3631933.497	26.04	23.28
309	730536.0832	3631925.464	24.31	22.86
310	730535.2525	3631917.377	25.75	24.19
311	730534.2975	3631909.245	25.43	23.74
312	730533.3385	3631900.918	26.22	24.73
313	730532.4549	3631892.566	29.67	27.69
314	730531.5102	3631884.569	30.34	28.57
315	730530.5914	3631876.836	28.01	26.21
316	730529.4432	3631869.126	32.29	31.03
317	730528.5127	3631861.518	26.51	24.77
318	730527.5893	3631853.961	19.87	18.41
319	730526.6888	3631846.872	20.04	17.87
320	730526.4227	3631840.808	25.14	22.86
321	730527.1156	3631838.232	28.99	26.39
322	730534.9607	3631834.397	33.97	32.85
323	730541.5608	3631835.514	30.98	29.89
324	730546.5508	3631838.839	22.92	21.31
325	730548.7687	3631845.046	27.63	26.03
326	730549.4487	3631852.613	30.09	28.06
327	730550.0944	3631860.536	37.41	34.24
328	730550.4107	3631864.561	24.08	21.73
329	730551.2908	3631876.574	22.8	19.9
330	730552.3442	3631884.606	23.9	21.13
331	730553.6152	3631892.886	23.24	20.49
332	730554.8948	3631901.305	26.96	23.97
333	730555.9131	3631909.814	22.96	20.83
334	730556.834	3631918.394	21.06	19.21
335	730557.6819	3631926.871	23.87	21.86
336	730558.6179	3631935.335	24.94	23.35
337	730559.4591	3631943.822	23.64	22.18
338	730560.5143	3631952.171	36.69	33.18
339	730561.5875	3631960.352	42	38.62
340	730562.6879	3631968.21	35.34	32.07
341	730563.5566	3631976.013	40.51	37.12
342	730564.4648	3631983.681	41.58	38.64
343	730565.3576	3631991.062	35.03	32.48
344	730566.1707	3631998.404	34.32	31.83
345	730566.9841	3632005.671	27.2	25.26
346	730567.6045	3632013.124	24.09	22.74
347	730568.4654	3632020.702	27.18	25.95
348	730569.4753	3632028.276	26.49	25.1
349	730570.3668	3632035.783	28.37	27.24
350	730571.3289	3632043.19	29.18	27.41
351	730572.0119	3632050.514	27.73	26.51
352	730572.7882	3632057.842	29.11	27.14
353	730573.6164	3632065.342	31.44	30.15
354	730574.7121	3632072.908	32.77	30.96
355	730575.5044	3632080.489	30.72	28.94
356	730576.26	3632088.064	30.32	28.37
357	730577.0821	3632095.702	29.8	27.38
358	730578.0051	3632103.452	31.88	29.81
359	730578.8516	3632111.244	39.32	35.77
360	730579.6106	3632119.101	54.65	47.41
361	730580.3079	3632126.708	50.77	44.54
362	730581.1154	3632134.159	41.1	37.02
363	730581.9091	3632141.347	34.77	31.35
364	730582.9292	3632148.423	31.86	28.72
365	730583.5695	3632155.461	40.44	36.17
366	730584.4583	3632162.71	41.58	37.95
367	730585.3428	3632170.138	37.86	34.38
368	730586.1969	3632177.674	39.55	35.92
369	730586.9984	3632185.198	37.74	33.84
370	730587.9651	3632192.692	35.61	32.27
371	730588.6895	3632200.234	36.33	32.45
372	730589.5288	3632207.876	38.62	34.57
373	730590.2587	3632215.515	40.69	36.08
374	730590.6853	3632222.723	40.47	36.11
375	730591.3804	3632228.899	35.72	31.25
376	730594.1015	3632232.646	39.29	35.26
377	730596.3168	3632233.566	42.75	38.68
378	730601.4744	3632232.418	47.91	42.51
379	730605.3607	3632223.762	50.06	45.26
380	730605.4179	3632219.936	44.42	40.29
381	730605.393	3632212.069	40.88	37.67
382	730605.018	3632199.881	43.9	40.63
383	730604.6924	3632195.82	43.61	39.61
384	730604.0035	3632187.915	37.55	33.5
385	730603.1465	3632180.101	36.77	32.95
386	730602.3594	3632172.118	38.7	35.39
387	730601.6495	3632164.219	38.48	34.91
388	730600.4128	3632152.691	37.38	32.97
389	730600.0203	3632148.856	39.82	35.67
390	730599.2144	3632141.15	33.72	30.37
391	730597.8164	3632129.471	39.33	35.23
392	730597.4139	3632125.578	42.66	38.07
393	730596.4645	3632117.857	51	43.83
394	730595.2062	3632106.277	51.65	44.57
395	730594.8612	3632102.412	40.98	36.42
396	730593.9963	3632094.596	39.41	35.4
397	730592.5952	3632082.685	37.37	33.79
398	730592.1249	3632078.698	34.39	31.46
399	730591.2312	3632070.808	29.46	26.84
400	730589.777	3632058.876	29.02	27.1
401	730589.2577	3632054.864	31.84	30.25
402	730588.209	3632046.724	30.46	28.74
403	730586.9724	3632034.407	27.34	25.72
404	730586.5477	3632030.306	29.82	27.87
405	730585.6125	3632022.112	26.2	24.29
406	730584.2212	3632009.913	25.98	24.53
407	730583.8373	3632005.903	25.05	23.35
408	730582.8425	3631997.947	31.45	29.58
409	730581.3303	3631985.895	37.58	35.19
410	730580.944	3631981.901	33.88	31.62
411	730580.1614	3631973.821	34.1	31.05
412	730578.9649	3631961.875	39.73	35.38
413	730578.5264	3631957.947	37.32	33.26
414	730577.4308	3631949.982	37.37	34.09
415	730576.0533	3631937.884	36.69	33.39
416	730575.5674	3631933.808	30.75	27.64
417	730574.6282	3631925.802	22.77	20.66
418	730573.3344	3631914.193	22.82	21.38
419	730572.9581	3631910.247	22.52	20.35
420	730572.0121	3631902.347	23.9	21.22
421	730570.5654	3631890.437	25.42	22.82
422	730570.1459	3631886.437	22.37	20.33
423	730569.226	3631878.54	22.22	20.02
424	730567.8066	3631866.964	21.2	18.86
425	730567.3794	3631863.082	24.68	22.07
426	730566.5141	3631855.25	29.98	27.38
427	730565.2704	3631845.339	35.71	32.41
428	730565.0579	3631843.127	36.3	32.79
429	730565.2314	3631839.095	35.06	31.59
430	730570.9253	3631835.332	35.92	33.14
431	730573.9961	3631835.32	38	35.41
432	730579.2054	3631835.908	34.59	32.5
433	730583.3979	3631842.059	31.82	29.24
434	730583.9244	3631845.667	33.51	30.77
435	730584.719	3631853.478	29.27	27.1
436	730586.1514	3631865.924	27.2	25.8
437	730586.7413	3631870.102	27.27	25.19
438	730587.8973	3631878.411	23.07	21.16
439	730589.467	3631890.974	25.57	23.15
440	730589.9112	3631895.156	30.33	27.96
441	730590.892	3631903.512	28.79	26.98
442	730592.3539	3631916.12	30.59	28.84
443	730592.7992	3631920.264	33.88	30.83
444	730593.6481	3631928.469	38.15	35.23
445	730595.2634	3631940.622	35.61	33.39
446	730595.8028	3631944.624	40.05	36.72
447	730596.71	3631952.628	43.31	39.03
448	730597.5944	3631960.56	39.43	36.16
449	730598.3364	3631968.583	31.89	30.24
450	730599.2283	3631976.765	34.95	32.6
451	730600.0602	3631985.002	39.61	36.27
452	730600.9393	3631993.325	35.86	33.73
453	730601.8948	3632001.706	28.76	26.86
454	730602.6503	3632009.969	29.3	27.5
455	730603.4801	3632017.838	30.78	28.34
456	730604.0228	3632025.14	33.01	30.09
457	730604.5033	3632031.384	33.25	30.76
458	730605.0904	3632035.479	32	29.17
459	730606.8642	3632038.034	31.06	28.73
460	730609.7873	3632038.451	32.9	30.81
461	730611.8779	3632035.551	32.87	30.12
462	730611.7154	3632028.838	34.51	32.09
463	730611.1927	3632020.612	36.48	33.83
464	730611.2279	3632011.706	36.73	34.14
465	730611.4598	3631997.799	34.6	32.33
466	730611.5064	3631992.972	37.36	35
467	730611.6536	3631983.511	41	37.79
468	730612.0302	3631974.261	36.67	34.29
469	730612.2847	3631964.938	32.07	30.07
470	730612.662	3631955.685	35.19	32.62
471	730612.1462	3631946.68	38.55	35.62
472	730611.1657	3631937.902	43.75	39.54
473	730610.0454	3631929.382	36.61	33.72
474	730609.1657	3631921.052	33.72	30.84
475	730608.2453	3631912.908	37.02	33.8
476	730607.4472	3631904.898	36.43	32.58
477	730606.8144	3631896.951	30.65	27.65
478	730606.1006	3631889.012	29.58	27.39
479	730605.4641	3631880.925	26.75	24.55
480	730604.6255	3631872.754	24.99	22.69
481	730603.7897	3631864.763	27.11	24.83
482	730602.8442	3631856.972	24.37	21.5
483	730601.9628	3631849.147	26.14	23.94
484	730601.2295	3631841.731	31.99	29.19
