730609.1657	3631921.052	33.72	30.84
730608.2453	3631912.908	37.02	33.8
730607.4472	3631904.898	36.43	32.58
730606.8144	3631896.951	30.65	27.65
730606.1006	3631889.012	29.58	27.39
730605.4641	3631880.925	26.75	24.55
730604.6255	3631872.754	24.99	22.69
730603.7897	3631864.763	27.11	24.83
730602.8442	3631856.972	24.37	21.5
730601.9628	3631849.147	26.14	23.94
730601.2295	3631841.731	31.99	29.19
